PROGRAMA,CONVENIO,CONVOCATORIA,ANIO,ID BENEFICIO,CC TI BENEFICIARIO,NOMBRES,APELLIDOS,EMAIL,CODIGO DEPARTAMENTO,DEPARTAMENTO DE RESIDENCIA,CODIGO DEL MUNICIPIO,CIUDAD DE RESIDENCIA,ESTRATO,GENERO,NIVEL DE PROGRAMA,TIPO INSTITUCION,CODIGO DEPARTAMENTO IE,DEPARTAMENTO IE,CODIGO CIUDAD IE,CIUDAD IE,NOMBRE IE,CODIGO IE,PROGRAMA ACADEMICO,TIPO PROGRAMA,MONTO_COMPROMETIDO,NATURALEZA INSTITUCION,MODALIDAD PROGRAMA,ESTADO,OBSERVACIONES,META,FECHA ACTUALIZACION,CODIGO MUNICIPIO RESIDENCIA,CODIGO MUNICIPIO IE,FECHA_VIGENCIA
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,4,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,CIUDAD ESCOLAR DE COMFENALCO,7500,31/12/2017,13001,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,CENT. DE ENSE?ANZA PRECOZ  NUEVO MUNDO,7500,31/12/2017,13001,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,13,BOLIVAR,13468,MOMPOS,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COL SANTA CRUZ DE MOMPOS,10400,31/12/2016,13468,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13430,MAGANGUE,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. NUESTRA SE�ORA DEL CARMEN DE BARBOSA,7500,31/12/2017,13430,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA NUEVO BOSQUE,10400,31/12/2016,13001,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13430,MAGANGUE,3,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,CENT EDUC INTEGRAL CEDI,7500,31/12/2017,13430,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,13,BOLIVAR,13647,SAN ESTANISLAO,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,7500,31/12/2017,13647,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,13,BOLIVAR,13647,SAN ESTANISLAO,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,7500,31/12/2017,13647,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,13,BOLIVAR,13647,SAN ESTANISLAO,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,7500,31/12/2017,13647,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13052,ARJONA,3,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,CONCENTRACION EDUCATIVA CAROLINA GAMERO PEREZ,7500,31/12/2017,13052,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,4,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA EL SALVADOR,7500,31/12/2017,13001,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COL. SEMINARIO DE C/GENA,10400,31/12/2016,13001,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13473,MORALES,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. LA PALMA,7500,31/12/2017,13473,11001,31/12/2017
,FONDO 534,2012-2,2012,,,,,,13,BOLIVAR,13001,CARTAGENA,2,F,MAESTRIA,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD TECNOLOGICA DE BOLIVAR,1832,MAESTRIA EN INGENIERIA,TI,"24589172,16",S_I,PRESENCIAL,ACTIVO,"Resoluci�n 41 del 12/01/2018, ACTA 63",10400,31/12/2012,13001,0,31/12/2012
,FONDO 432,2015-1,2015,,,,,,13,BOLIVAR,13001,CARTAGENA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,SCRUM MASTER CERTIFIED (ESMC),TI,1150000,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2015,13001,0,31/12/2015
,FONDO 432,2015-1,2015,,,,,,13,BOLIVAR,13001,CARTAGENA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,SCRUM MASTER CERTIFIED (ESMC),TI,1150000,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2015,13001,0,31/12/2015
,FONDO 432,2015-1,2015,,,,,,13,BOLIVAR,13001,CARTAGENA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,SCRUM MASTER CERTIFIED (ESMC),TI,1150000,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2015,13001,0,31/12/2015
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,13,BOLIVAR,13001,CARTAGENA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA PROMOCION SOCIAL DE C/GENA.,10400,31/12/2016,13001,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,13,BOLIVAR,13006,ACHI,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. DE SAN MIGUEL DE TRES CRUCES,10400,31/12/2016,13006,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,CENT. DE ENSE�ANZA HIJOS DE BOLIVAR,7500,31/12/2017,13001,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,CENT. DE ENSE�ANZA HIJOS DE BOLIVAR,7500,31/12/2017,13001,11001,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Citucar,10400,31/12/2014,13001,0,31/12/2014
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,3,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COLEGIO LOS ANGELES,7500,31/12/2017,13001,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,13,BOLIVAR,13468,MOMPOS,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. DE LAS BOQUILLAS,10400,31/12/2016,13468,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,13,BOLIVAR,13468,MOMPOS,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. DE LAS BOQUILLAS,10400,31/12/2016,13468,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,13,BOLIVAR,13468,MOMPOS,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. DE LAS BOQUILLAS,10400,31/12/2016,13468,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,13,BOLIVAR,13468,MOMPOS,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. DE LAS BOQUILLAS,10400,31/12/2016,13468,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,13,BOLIVAR,13468,MOMPOS,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. DE LAS BOQUILLAS,10400,31/12/2016,13468,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,13,BOLIVAR,13468,MOMPOS,4,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. DE LAS BOQUILLAS,10400,31/12/2016,13468,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,ESCUELAS PROFESIONALES SALESIANAS,7500,31/12/2017,13001,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA VALORES UNIDOS,10400,31/12/2016,13001,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,13,BOLIVAR,13442,MARIA LA BAJA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. SAN LUIS BELTRAN,10400,31/12/2016,13442,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,3,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. DOCENTE DEL CARIBE,7500,31/12/2017,13001,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA NUESTRA SRA DEL CARMEN,10400,31/12/2016,13001,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,4,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUTO SIGMUND FREUD,7500,31/12/2017,13001,11001,31/12/2017
,FONDO 534,2015-1,2015,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,TECNOLOGIA,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION TECNOLOGICA ANTONIO DE AREVALO,3710,TECNOLOGIA EN SISTEMAS,TI,6621888,S_I,PRESENCIAL,ACTIVO,SIN ACTUALIZAR DATOS ESTUDIANTE,10400,31/12/2015,13001,0,31/12/2015
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,13,BOLIVAR,13688,SANTA ROSA DEL SUR,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,10400,31/12/2016,13688,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,13,BOLIVAR,13688,SANTA ROSA DEL SUR,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,10400,31/12/2016,13688,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,13,BOLIVAR,13688,SANTA ROSA DEL SUR,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,10400,31/12/2016,13688,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,13,BOLIVAR,13212,CORDOBA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA RAFAEL NU�EZ DE SAN ANDRES,7500,31/12/2017,13212,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. GUADALUPE,7500,31/12/2017,13001,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,13,BOLIVAR,13667,SAN MARTIN DE LOBA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E.T.A. ELVIRA LOPEZ DE FACIOLINCE,10400,31/12/2016,13667,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,13,BOLIVAR,13468,MOMPOS,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E.T.A. DEL CHICAGUA,7500,31/12/2017,13468,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,CENTRO EDUCATIVO ALBERTO JIMENEZ FUENTES,10400,31/12/2016,13001,11001,31/12/2016
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Retiro Nuevo Sede Los Bellos,10400,31/12/2014,13001,0,31/12/2014
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA LICEO DE BOLIVAR,7500,31/12/2017,13001,11001,31/12/2017
,FONDO 1047,2014-1,2014,,,,,,13,BOLIVAR,13001,CARTAGENA,3,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,PSP FUNDAMENTALS TRAINING Y PSP ADVANCED TRAINING MAS EXAMEN,TI,"13415492,16",S_I,PRESENCIAL,ACTIVO,,10400,31/12/2014,13001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Soledad Roman De Nu�ez,10400,31/12/2014,13001,0,31/12/2014
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13654,SAN JACINTO,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. PIO XII,7500,31/12/2017,13654,11001,31/12/2017
,FONDO 426,2017-2,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,5,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD DE LA SABANA,1711,PROGRAMA EN DIRECCION ESTRATEGICA,TI,5080000,S_I,PRESENCIAL,ACTIVO,En proceso de estudio,7500,31/12/2017,13001,0,31/12/2017
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13160,CANTAGALLO,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E.T.I. Y AGROPECUARIA JOSE MARIA CUELLAR DIAZ,7500,31/12/2017,13160,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13433,MAHATES,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E.T.A. LAZARO MARTINEZ OLIER,7500,31/12/2017,13433,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,13,BOLIVAR,13836,TURBACO,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA FELIPE SANTIAGO ESCOBAR,7500,31/12/2017,13836,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,13,BOLIVAR,13001,CARTAGENA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA CORAZON DE MARIA,10400,31/12/2016,13001,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. EDUC. DEL SOCORRO,7500,31/12/2017,13001,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA FE Y ALEGRIA EL PROGRESO,10400,31/12/2016,13001,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA JOSE MARIA CORDOBA DE PASACABALLOS,7500,31/12/2017,13001,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I. E. JORGE ARTEL,7500,31/12/2017,13001,11001,31/12/2017
,FONDO 426,2016-1,2016,,,,,,13,BOLIVAR,13001,CARTAGENA,4,M,TECNICO INFORMAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,CERTIFIED CLOUD VIRTUALIZATION SPECIALIST,TI,5756720,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2016,13001,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,FUNDACION INSTITUCION EDUCATIVA FUNASER,10400,31/12/2016,13001,11001,31/12/2016
,FONDO 432,2015-1,2015,,,,,,13,BOLIVAR,13001,CARTAGENA,4,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Global Knowledge,830107741-1,PROJECT MANAGEMENT PROFESSIONAL (PMP) - ENASIS: OFICINA DE DIRECCION DE PROYECTOS (PMO),TI,3601160,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2015,13001,0,31/12/2015
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13836,TURBACO,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,7500,31/12/2017,13836,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,13,BOLIVAR,13780,TALAIGUA NUEVO,3,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. DE TALAIGUA NUEVO,7500,31/12/2017,13780,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,13,BOLIVAR,13430,MAGANGUE,3,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. SAN JOSE NO 1,7500,31/12/2017,13430,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,13,BOLIVAR,13001,CARTAGENA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. ROSEDAL,7500,31/12/2017,13001,11001,31/12/2017
